0_new;1,000000e+00;6,000000e-01;3,600000e-01;2,160000e-01;1,296000e-01;7,776000e-02;4,665600e-02;2,799360e-02;1,679616e-02;1,007770e-02;6,046618e-03
1_aging_equipment;0,000000e+00;3,000000e-01;4,400000e-01;5,475000e-01;6,236000e-01;6,726075e-01;7,027130e-01;7,208726e-01;7,317683e-01;7,383004e-01;7,422176e-01
2_fail;0,000000e+00;1,000000e-01;1,050000e-01;8,950000e-02;7,582500e-02;6,688750e-02;6,147263e-02;5,824304e-02;5,631590e-02;5,516280e-02;5,447163e-02
3_repair;0,000000e+00;0,000000e+00;9,500000e-02;1,470000e-01;1,709750e-01;1,827450e-01;1,891584e-01;1,928908e-01;1,951196e-01;1,964591e-01;1,972642e-01
